ダウンロードした時刻：2022/07/04 13:35:53

,東京,東京,東京
年月日,最高気温(℃),最高気温(℃),最高気温(℃)
,,,
,,品質情報,均質番号
1887/9/11,30.1,8,1
1887/9/12,27.7,8,1
1887/9/13,26.2,8,1
1887/9/14,29.3,8,1
1887/9/15,29.4,8,1
1887/9/16,26.8,8,1
1887/9/17,25.9,8,1
1887/9/18,20.3,8,1
1887/9/19,19.6,8,1
1887/9/20,21.2,8,1
1887/9/21,24.9,8,1
1887/9/22,26.2,8,1
1887/9/23,21.4,8,1
1887/9/24,20.5,8,1
1887/9/25,23.4,8,1
1887/9/26,22.8,8,1
1887/9/27,22.4,8,1
1887/9/28,23.4,8,1
1887/9/29,22.1,8,1
1887/9/30,23.3,8,1
1887/10/1,16.8,8,1
1887/10/2,16.3,8,1
1887/10/3,16.1,8,1
1887/10/4,19.1,8,1
1887/10/5,21.7,8,1
1887/10/6,26.7,8,1
1887/10/7,27.7,8,1
1887/10/8,19.1,8,1
1887/10/9,24.1,8,1
1887/10/10,24.2,8,1
1887/10/11,24.9,8,1
1887/10/12,24.8,8,1
1887/10/13,22.9,8,1
1887/10/14,24.7,8,1
1887/10/15,20.7,8,1
1887/10/16,18.2,8,1
1887/10/17,20.1,8,1
1887/10/18,23.0,8,1
1887/10/19,24.4,8,1
1887/10/20,24.3,8,1
1887/10/21,23.6,8,1
1887/10/22,24.1,8,1
1887/10/23,23.8,8,1
1887/10/24,24.2,8,1
1887/10/25,21.2,8,1
1887/10/26,19.8,8,1
1887/10/27,18.3,8,1
1887/10/28,18.2,8,1
1887/10/29,12.2,8,1
1887/10/30,19.1,8,1
1887/10/31,20.4,8,1
1887/11/1,19.6,8,1
1887/11/2,19.9,8,1
1887/11/3,19.6,8,1
1887/11/4,18.9,8,1
1887/11/5,16.8,8,1
1887/11/6,18.0,8,1
1887/11/7,18.9,8,1
1887/11/8,19.8,8,1
1887/11/9,18.6,8,1
1887/11/10,19.8,8,1
1887/11/11,14.0,8,1
1887/11/12,16.8,8,1
1887/11/13,16.3,8,1
1887/11/14,15.2,8,1
1887/11/15,14.2,8,1
1887/11/16,18.9,8,1
1887/11/17,18.0,8,1
1887/11/18,18.5,8,1
1887/11/19,17.3,8,1
1887/11/20,17.1,8,1
1887/11/21,15.8,8,1
1887/11/22,14.9,8,1
1887/11/23,16.2,8,1
1887/11/24,19.4,8,1
1887/11/25,19.2,8,1
1887/11/26,16.3,8,1
1887/11/27,18.3,8,1
1887/11/28,14.8,8,1
1887/11/29,16.9,8,1
1887/11/30,16.2,8,1
1887/12/1,13.4,8,1
1887/12/2,14.4,8,1
1887/12/3,14.3,8,1
1887/12/4,13.3,8,1
1887/12/5,13.1,8,1
1887/12/6,13.4,8,1
1887/12/7,15.7,8,1
1887/12/8,14.7,8,1
1887/12/9,18.1,8,1
1887/12/10,11.4,8,1
1887/12/11,16.2,8,1
1887/12/12,11.6,8,1
1887/12/13,12.8,8,1
1887/12/14,16.2,8,1
1887/12/15,13.2,8,1
1887/12/16,14.1,8,1
1887/12/17,12.5,8,1
1887/12/18,10.0,8,1
1887/12/19,8.5,8,1
1887/12/20,9.9,8,1
1887/12/21,11.7,8,1
1887/12/22,13.9,8,1
1887/12/23,12.9,8,1
1887/12/24,10.8,8,1
1887/12/25,11.6,8,1
1887/12/26,11.5,8,1
1887/12/27,8.8,8,1
1887/12/28,6.2,8,1
1887/12/29,12.1,8,1
1887/12/30,14.1,8,1
1887/12/31,13.6,8,1
1888/1/1,7.9,8,1
1888/1/2,10.3,8,1
1888/1/3,11.1,8,1
1888/1/4,11.1,8,1
1888/1/5,16.2,8,1
1888/1/6,10.8,8,1
1888/1/7,12.3,8,1
1888/1/8,10.6,8,1
1888/1/9,15.1,8,1
1888/1/10,11.9,8,1
1888/1/11,12.3,8,1
1888/1/12,9.2,8,1
1888/1/13,9.1,8,1
1888/1/14,7.9,8,1
1888/1/15,10.3,8,1
1888/1/16,7.3,8,1
1888/1/17,7.8,8,1
1888/1/18,13.3,8,1
1888/1/19,6.5,8,1
1888/1/20,6.9,8,1
1888/1/21,6.8,8,1
1888/1/22,6.4,8,1
1888/1/23,6.6,8,1
1888/1/24,7.1,8,1
1888/1/25,11.3,8,1
1888/1/26,10.6,8,1
1888/1/27,10.1,8,1
1888/1/28,10.8,8,1
1888/1/29,10.3,8,1
1888/1/30,7.7,8,1
1888/1/31,6.9,8,1
1888/2/1,3.7,8,1
1888/2/2,4.4,8,1
1888/2/3,7.4,8,1
1888/2/4,1.3,8,1
1888/2/5,5.1,8,1
1888/2/6,5.3,8,1
1888/2/7,5.6,8,1
1888/2/8,11.7,8,1
1888/2/9,10.8,8,1
1888/2/10,9.8,8,1
1888/2/11,8.6,8,1
1888/2/12,6.0,8,1
1888/2/13,7.2,8,1
1888/2/14,10.1,8,1
1888/2/15,6.0,8,1
1888/2/16,7.2,8,1
1888/2/17,2.9,8,1
1888/2/18,7.2,8,1
1888/2/19,6.3,8,1
1888/2/20,7.4,8,1
1888/2/21,9.1,8,1
1888/2/22,10.9,8,1
1888/2/23,10.8,8,1
1888/2/24,10.9,8,1
1888/2/25,7.9,8,1
1888/2/26,4.0,8,1
1888/2/27,5.4,8,1
1888/2/28,9.7,8,1
1888/2/29,10.4,8,1
1888/3/1,6.7,8,1
1888/3/2,11.1,8,1
1888/3/3,15.3,8,1
1888/3/4,10.9,8,1
1888/3/5,10.2,8,1
1888/3/6,9.4,8,1
1888/3/7,8.3,8,1
1888/3/8,8.1,8,1
1888/3/9,7.8,8,1
1888/3/10,13.6,8,1
1888/3/11,13.9,8,1
1888/3/12,15.6,8,1
1888/3/13,17.8,8,1
1888/3/14,17.2,8,1
1888/3/15,8.8,8,1
1888/3/16,13.1,8,1
1888/3/17,7.2,8,1
1888/3/18,17.8,8,1
1888/3/19,17.4,8,1
1888/3/20,12.1,8,1
1888/3/21,13.0,8,1
1888/3/22,14.6,8,1
1888/3/23,18.0,8,1
1888/3/24,18.0,8,1
1888/3/25,17.3,8,1
1888/3/26,12.2,8,1
1888/3/27,11.6,8,1
1888/3/28,15.6,8,1
1888/3/29,17.3,8,1
1888/3/30,11.4,8,1
1888/3/31,15.7,8,1
1888/4/1,17.9,8,1
1888/4/2,13.6,8,1
1888/4/3,16.3,8,1
1888/4/4,18.0,8,1
1888/4/5,18.0,8,1
1888/4/6,15.7,8,1
1888/4/7,18.4,8,1
1888/4/8,16.9,8,1
1888/4/9,20.2,8,1
1888/4/10,14.6,8,1
1888/4/11,16.4,8,1
1888/4/12,17.9,8,1
1888/4/13,19.4,8,1
1888/4/14,14.0,8,1
1888/4/15,16.7,8,1
1888/4/16,16.9,8,1
1888/4/17,18.6,8,1
1888/4/18,22.2,8,1
1888/4/19,16.2,8,1
1888/4/20,16.2,8,1
1888/4/21,13.9,8,1
1888/4/22,23.5,8,1
1888/4/23,16.6,8,1
1888/4/24,15.1,8,1
1888/4/25,19.8,8,1
1888/4/26,21.2,8,1
1888/4/27,19.3,8,1
1888/4/28,20.2,8,1
1888/4/29,14.8,8,1
1888/4/30,17.2,8,1
1888/5/1,18.4,8,1
1888/5/2,14.7,8,1
1888/5/3,16.4,8,1
1888/5/4,15.8,8,1
1888/5/5,19.4,8,1
1888/5/6,15.1,8,1
1888/5/7,9.7,8,1
1888/5/8,17.9,8,1
1888/5/9,19.9,8,1
1888/5/10,19.1,8,1
1888/5/11,20.7,8,1
1888/5/12,22.9,8,1
1888/5/13,20.0,8,1
1888/5/14,23.9,8,1
1888/5/15,25.1,8,1
1888/5/16,22.3,8,1
1888/5/17,24.6,8,1
1888/5/18,28.4,8,1
1888/5/19,20.6,8,1
1888/5/20,22.7,8,1
1888/5/21,15.4,8,1
1888/5/22,17.9,8,1
1888/5/23,15.8,8,1
1888/5/24,20.1,8,1
1888/5/25,22.3,8,1
1888/5/26,25.6,8,1
1888/5/27,22.5,8,1
1888/5/28,19.2,8,1
1888/5/29,24.6,8,1
1888/5/30,25.2,8,1
1888/5/31,25.6,8,1
1888/6/1,22.8,8,1
1888/6/2,25.2,8,1
1888/6/3,20.2,8,1
1888/6/4,22.4,8,1
1888/6/5,21.4,8,1
1888/6/6,23.7,8,1
1888/6/7,23.5,8,1
1888/6/8,24.3,8,1
1888/6/9,27.2,8,1
1888/6/10,20.7,8,1
1888/6/11,23.2,8,1
1888/6/12,23.2,8,1
1888/6/13,21.7,8,1
1888/6/14,16.9,8,1
1888/6/15,14.6,8,1
1888/6/16,19.7,8,1
1888/6/17,20.2,8,1
1888/6/18,23.2,8,1
1888/6/19,25.5,8,1
1888/6/20,24.7,8,1
1888/6/21,25.1,8,1
1888/6/22,25.3,8,1
1888/6/23,24.4,8,1
1888/6/24,24.6,8,1
1888/6/25,24.1,8,1
1888/6/26,20.4,8,1
1888/6/27,23.1,8,1
1888/6/28,23.2,8,1
1888/6/29,25.0,8,1
1888/6/30,25.6,8,1
1888/7/1,25.4,8,1
1888/7/2,26.6,8,1
1888/7/3,24.0,8,1
1888/7/4,26.2,8,1
1888/7/5,22.8,8,1
1888/7/6,22.9,8,1
1888/7/7,25.4,8,1
1888/7/8,29.8,8,1
1888/7/9,30.6,8,1
1888/7/10,26.7,8,1
1888/7/11,28.6,8,1
1888/7/12,29.5,8,1
1888/7/13,31.1,8,1
1888/7/14,31.2,8,1
1888/7/15,30.6,8,1
1888/7/16,29.4,8,1
1888/7/17,28.9,8,1
1888/7/18,30.0,8,1
1888/7/19,30.1,8,1
1888/7/20,30.4,8,1
1888/7/21,30.1,8,1
1888/7/22,27.4,8,1
1888/7/23,29.6,8,1
1888/7/24,28.7,8,1
1888/7/25,28.9,8,1
1888/7/26,28.6,8,1
1888/7/27,29.4,8,1
1888/7/28,30.6,8,1
1888/7/29,26.3,8,1
1888/7/30,29.0,8,1
1888/7/31,29.2,8,1
1888/8/1,31.7,8,1
1888/8/2,30.7,8,1
1888/8/3,29.6,8,1
1888/8/4,29.6,8,1
1888/8/5,29.1,8,1
1888/8/6,29.6,8,1
1888/8/7,30.7,8,1
1888/8/8,30.2,8,1
1888/8/9,31.2,8,1
1888/8/10,31.8,8,1
1888/8/11,31.6,8,1
1888/8/12,31.4,8,1
1888/8/13,32.7,8,1
1888/8/14,30.8,8,1
1888/8/15,30.2,8,1
1888/8/16,24.6,8,1
1888/8/17,26.2,8,1
1888/8/18,27.7,8,1
1888/8/19,31.1,8,1
1888/8/20,30.7,8,1
1888/8/21,32.8,8,1
1888/8/22,29.0,8,1
1888/8/23,25.6,8,1
1888/8/24,30.0,8,1
1888/8/25,29.7,8,1
1888/8/26,30.6,8,1
1888/8/27,31.3,8,1
1888/8/28,28.3,8,1
1888/8/29,23.5,8,1
1888/8/30,29.0,8,1
1888/8/31,29.2,8,1
1888/9/1,31.7,8,1
1888/9/2,29.1,8,1
1888/9/3,28.6,8,1
1888/9/4,31.3,8,1
1888/9/5,28.8,8,1
1888/9/6,26.1,8,1
1888/9/7,28.3,8,1
1888/9/8,28.4,8,1
1888/9/9,18.9,8,1
1888/9/10,20.9,8,1
1888/9/11,19.7,8,1
1888/9/12,26.7,8,1
1888/9/13,26.0,8,1
1888/9/14,26.1,8,1
1888/9/15,24.3,8,1
1888/9/16,20.6,8,1
1888/9/17,26.2,8,1
1888/9/18,26.7,8,1
1888/9/19,24.9,8,1
1888/9/20,23.9,8,1
1888/9/21,27.5,8,1
1888/9/22,20.6,8,1
1888/9/23,25.1,8,1
1888/9/24,25.6,8,1
1888/9/25,20.1,8,1
1888/9/26,21.8,8,1
1888/9/27,24.9,8,1
1888/9/28,24.8,8,1
1888/9/29,22.9,8,1
1888/9/30,21.2,8,1
1888/10/1,18.8,8,1
1888/10/2,21.3,8,1
1888/10/3,21.7,8,1
1888/10/4,21.2,8,1
1888/10/5,22.2,8,1
1888/10/6,15.2,8,1
1888/10/7,24.6,8,1
1888/10/8,24.5,8,1
1888/10/9,24.5,8,1
1888/10/10,19.2,8,1
1888/10/11,23.4,8,1
1888/10/12,20.8,8,1
1888/10/13,22.8,8,1
1888/10/14,24.7,8,1
1888/10/15,22.3,8,1
1888/10/16,18.9,8,1
1888/10/17,20.1,8,1
1888/10/18,15.5,8,1
1888/10/19,18.4,8,1
1888/10/20,19.4,8,1
1888/10/21,18.4,8,1
1888/10/22,13.6,8,1
1888/10/23,15.6,8,1
1888/10/24,18.4,8,1
1888/10/25,17.9,8,1
1888/10/26,17.2,8,1
1888/10/27,20.1,8,1
1888/10/28,19.0,8,1
1888/10/29,19.5,8,1
1888/10/30,21.0,8,1
1888/10/31,19.6,8,1
1888/11/1,21.1,8,1
1888/11/2,14.6,8,1
1888/11/3,14.6,8,1
1888/11/4,15.2,8,1
1888/11/5,19.3,8,1
1888/11/6,20.3,8,1
1888/11/7,20.8,8,1
1888/11/8,19.1,8,1
1888/11/9,18.9,8,1
1888/11/10,17.1,8,1
1888/11/11,16.1,8,1
1888/11/12,10.7,8,1
1888/11/13,15.6,8,1
1888/11/14,18.4,8,1
1888/11/15,15.2,8,1
1888/11/16,17.8,8,1
1888/11/17,17.6,8,1
1888/11/18,19.5,8,1
1888/11/19,19.4,8,1
1888/11/20,15.0,8,1
1888/11/21,18.9,8,1
1888/11/22,21.9,8,1
1888/11/23,18.9,8,1
1888/11/24,15.6,8,1
1888/11/25,17.0,8,1
1888/11/26,12.3,8,1
1888/11/27,11.4,8,1
1888/11/28,11.9,8,1
1888/11/29,8.1,8,1
1888/11/30,9.3,8,1
1888/12/1,10.0,8,1
1888/12/2,14.1,8,1
1888/12/3,14.6,8,1
1888/12/4,6.3,8,1
1888/12/5,16.8,8,1
1888/12/6,14.0,8,1
1888/12/7,13.4,8,1
1888/12/8,11.2,8,1
1888/12/9,10.7,8,1
1888/12/10,13.8,8,1
1888/12/11,11.8,8,1
1888/12/12,10.4,8,1
1888/12/13,9.9,8,1
1888/12/14,7.9,8,1
1888/12/15,13.6,8,1
1888/12/16,6.1,8,1
1888/12/17,8.7,8,1
1888/12/18,5.3,8,1
1888/12/19,13.3,8,1
1888/12/20,11.3,8,1
1888/12/21,9.4,8,1
1888/12/22,7.2,8,1
1888/12/23,13.4,8,1
1888/12/24,11.9,8,1
1888/12/25,8.5,8,1
1888/12/26,12.1,8,1
1888/12/27,9.4,8,1
1888/12/28,6.8,8,1
1888/12/29,10.8,8,1
1888/12/30,15.7,8,1
1888/12/31,12.2,8,1
1889/1/1,6.7,8,1
1889/1/2,4.8,8,1
1889/1/3,3.8,8,1
1889/1/4,7.8,8,1
1889/1/5,10.7,8,1
1889/1/6,5.5,8,1
1889/1/7,7.3,8,1
1889/1/8,8.9,8,1
1889/1/9,8.8,8,1
1889/1/10,7.8,8,1
1889/1/11,9.1,8,1
1889/1/12,14.6,8,1
1889/1/13,7.4,8,1
1889/1/14,6.7,8,1
1889/1/15,8.3,8,1
1889/1/16,4.9,8,1
1889/1/17,12.0,8,1
1889/1/18,6.6,8,1
1889/1/19,4.4,8,1
1889/1/20,6.4,8,1
1889/1/21,4.6,8,1
1889/1/22,8.9,8,1
1889/1/23,8.1,8,1
1889/1/24,10.2,8,1
1889/1/25,8.5,8,1
1889/1/26,4.7,8,1
1889/1/27,7.9,8,1
1889/1/28,6.7,8,1
1889/1/29,6.3,8,1
1889/1/30,6.2,8,1
1889/1/31,7.8,8,1
1889/2/1,5.4,8,1
1889/2/2,4.1,8,1
1889/2/3,9.3,8,1
1889/2/4,8.7,8,1
1889/2/5,5.6,8,1
1889/2/6,7.4,8,1
1889/2/7,2.3,8,1
1889/2/8,7.6,8,1
1889/2/9,6.4,8,1
1889/2/10,9.7,8,1
1889/2/11,4.7,8,1
1889/2/12,8.5,8,1
1889/2/13,10.3,8,1
1889/2/14,6.7,8,1
1889/2/15,7.2,8,1
1889/2/16,6.5,8,1
1889/2/17,16.3,8,1
1889/2/18,11.1,8,1
1889/2/19,9.1,8,1
1889/2/20,9.5,8,1
1889/2/21,9.6,8,1
1889/2/22,11.9,8,1
1889/2/23,10.3,8,1
1889/2/24,10.4,8,1
1889/2/25,10.2,8,1
1889/2/26,5.2,8,1
1889/2/27,10.1,8,1
1889/2/28,10.1,8,1
1889/3/1,9.0,8,1
1889/3/2,8.7,8,1
1889/3/3,12.3,8,1
1889/3/4,15.2,8,1
1889/3/5,14.1,8,1
1889/3/6,15.9,8,1
1889/3/7,18.3,8,1
1889/3/8,19.6,8,1
1889/3/9,19.4,8,1
1889/3/10,14.2,8,1
1889/3/11,6.3,8,1
1889/3/12,10.1,8,1
1889/3/13,4.4,8,1
1889/3/14,7.8,8,1
1889/3/15,9.4,8,1
1889/3/16,12.3,8,1
1889/3/17,14.6,8,1
1889/3/18,10.9,8,1
1889/3/19,7.4,8,1
1889/3/20,7.9,8,1
1889/3/21,14.8,8,1
1889/3/22,16.8,8,1
1889/3/23,13.4,8,1
1889/3/24,13.9,8,1
1889/3/25,6.7,8,1
1889/3/26,12.0,8,1
1889/3/27,13.6,8,1
1889/3/28,14.6,8,1
1889/3/29,14.6,8,1
1889/3/30,14.1,8,1
1889/3/31,5.4,8,1
1889/4/1,9.5,8,1
1889/4/2,19.6,8,1
1889/4/3,16.5,8,1
1889/4/4,9.5,8,1
1889/4/5,13.3,8,1
1889/4/6,9.6,8,1
1889/4/7,18.5,8,1
1889/4/8,13.4,8,1
1889/4/9,8.6,8,1
1889/4/10,14.6,8,1
1889/4/11,16.4,8,1
1889/4/12,18.9,8,1
1889/4/13,12.9,8,1
1889/4/14,13.2,8,1
1889/4/15,14.2,8,1
1889/4/16,16.4,8,1
1889/4/17,20.7,8,1
1889/4/18,22.1,8,1
1889/4/19,20.3,8,1
1889/4/20,18.4,8,1
1889/4/21,13.9,8,1
1889/4/22,15.3,8,1
1889/4/23,15.6,8,1
1889/4/24,21.7,8,1
1889/4/25,23.4,8,1
1889/4/26,21.2,8,1
1889/4/27,19.4,8,1
1889/4/28,18.8,8,1
1889/4/29,18.1,8,1
1889/4/30,14.0,8,1
1889/5/1,21.4,8,1
1889/5/2,18.4,8,1
1889/5/3,18.8,8,1
1889/5/4,16.9,8,1
1889/5/5,18.4,8,1
1889/5/6,20.2,8,1
1889/5/7,19.0,8,1
1889/5/8,18.3,8,1
1889/5/9,21.2,8,1
1889/5/10,15.6,8,1
1889/5/11,20.4,8,1
1889/5/12,21.8,8,1
1889/5/13,23.2,8,1
1889/5/14,20.0,8,1
1889/5/15,19.5,8,1
1889/5/16,20.2,8,1
1889/5/17,22.6,8,1
1889/5/18,20.1,8,1
1889/5/19,18.1,8,1
1889/5/20,19.2,8,1
1889/5/21,22.2,8,1
1889/5/22,22.2,8,1
1889/5/23,16.8,8,1
1889/5/24,21.1,8,1
1889/5/25,22.8,8,1
1889/5/26,23.6,8,1
1889/5/27,22.6,8,1
1889/5/28,18.7,8,1
1889/5/29,22.8,8,1
1889/5/30,21.9,8,1
1889/5/31,22.1,8,1
1889/6/1,22.1,8,1
1889/6/2,19.7,8,1
1889/6/3,26.6,8,1
1889/6/4,26.4,8,1
1889/6/5,26.4,8,1
1889/6/6,26.2,8,1
1889/6/7,28.3,8,1
1889/6/8,26.5,8,1
1889/6/9,23.2,8,1
1889/6/10,24.1,8,1
1889/6/11,22.4,8,1
1889/6/12,18.6,8,1
1889/6/13,24.4,8,1
1889/6/14,25.1,8,1
1889/6/15,25.4,8,1
1889/6/16,26.1,8,1
1889/6/17,25.7,8,1
1889/6/18,30.6,8,1
1889/6/19,30.1,8,1
1889/6/20,30.5,8,1
1889/6/21,27.3,8,1
1889/6/22,27.7,8,1
1889/6/23,24.3,8,1
1889/6/24,21.8,8,1
1889/6/25,22.4,8,1
1889/6/26,22.3,8,1
1889/6/27,25.2,8,1
1889/6/28,22.2,8,1
1889/6/29,24.5,8,1
1889/6/30,24.4,8,1
1889/7/1,26.2,8,1
1889/7/2,24.1,8,1
1889/7/3,23.3,8,1
1889/7/4,25.0,8,1
1889/7/5,22.9,8,1
1889/7/6,24.4,8,1
1889/7/7,25.4,8,1
1889/7/8,25.1,8,1
1889/7/9,24.8,8,1
1889/7/10,22.2,8,1
1889/7/11,27.1,8,1
1889/7/12,28.4,8,1
1889/7/13,29.2,8,1
1889/7/14,28.9,8,1
1889/7/15,29.7,8,1
1889/7/16,29.3,8,1
1889/7/17,28.7,8,1
1889/7/18,30.2,8,1
1889/7/19,29.5,8,1
1889/7/20,27.2,8,1
1889/7/21,25.3,8,1
1889/7/22,23.3,8,1
1889/7/23,28.3,8,1
1889/7/24,26.1,8,1
1889/7/25,23.3,8,1
1889/7/26,27.3,8,1
1889/7/27,27.8,8,1
1889/7/28,28.3,8,1
1889/7/29,30.4,8,1
1889/7/30,31.2,8,1
1889/7/31,31.3,8,1
1889/8/1,31.8,8,1
1889/8/2,33.3,8,1
1889/8/3,33.3,8,1
1889/8/4,31.3,8,1
1889/8/5,31.0,8,1
1889/8/6,31.7,8,1
1889/8/7,32.8,8,1
1889/8/8,30.7,8,1
1889/8/9,31.2,8,1
1889/8/10,30.7,8,1
1889/8/11,30.6,8,1
1889/8/12,31.4,8,1
1889/8/13,30.5,8,1
1889/8/14,30.8,8,1
1889/8/15,30.8,8,1
1889/8/16,31.2,8,1
1889/8/17,30.1,8,1
1889/8/18,31.1,8,1
1889/8/19,29.6,8,1
1889/8/20,27.1,8,1
1889/8/21,29.9,8,1
1889/8/22,31.1,8,1
1889/8/23,31.6,8,1
1889/8/24,32.3,8,1
1889/8/25,30.9,8,1
1889/8/26,29.1,8,1
1889/8/27,28.7,8,1
1889/8/28,23.6,8,1
1889/8/29,22.1,8,1
1889/8/30,24.9,8,1
1889/8/31,25.6,8,1
1889/9/1,25.6,8,1
1889/9/2,25.5,8,1
1889/9/3,24.6,8,1
1889/9/4,24.5,8,1
1889/9/5,23.4,8,1
1889/9/6,22.3,8,1
1889/9/7,26.4,8,1
1889/9/8,26.1,8,1
1889/9/9,27.8,8,1
1889/9/10,22.7,8,1
1889/9/11,27.3,8,1
1889/9/12,29.9,8,1
1889/9/13,21.8,8,1
1889/9/14,22.0,8,1
1889/9/15,24.5,8,1
1889/9/16,24.7,8,1
1889/9/17,26.1,8,1
1889/9/18,24.9,8,1
1889/9/19,25.6,8,1
1889/9/20,26.8,8,1
1889/9/21,27.6,8,1
1889/9/22,23.9,8,1
1889/9/23,19.0,8,1
1889/9/24,20.9,8,1
1889/9/25,22.7,8,1
1889/9/26,22.7,8,1
1889/9/27,21.7,8,1
1889/9/28,23.0,8,1
1889/9/29,22.2,8,1
1889/9/30,17.9,8,1
1889/10/1,20.3,8,1
1889/10/2,22.2,8,1
1889/10/3,21.8,8,1
1889/10/4,22.7,8,1
1889/10/5,23.5,8,1
1889/10/6,18.3,8,1
1889/10/7,24.2,8,1
1889/10/8,19.2,8,1
1889/10/9,15.2,8,1
1889/10/10,20.1,8,1
1889/10/11,22.9,8,1
1889/10/12,17.9,8,1
1889/10/13,21.9,8,1
1889/10/14,19.0,8,1
1889/10/15,13.3,8,1
1889/10/16,19.2,8,1
1889/10/17,22.3,8,1
1889/10/18,20.7,8,1
1889/10/19,22.4,8,1
1889/10/20,21.2,8,1
1889/10/21,25.1,8,1
1889/10/22,19.9,8,1
1889/10/23,17.6,8,1
1889/10/24,14.8,8,1
1889/10/25,17.2,8,1
1889/10/26,19.0,8,1
1889/10/27,17.9,8,1
1889/10/28,14.7,8,1
1889/10/29,22.3,8,1
1889/10/30,16.5,8,1
1889/10/31,12.9,8,1
1889/11/1,14.8,8,1
1889/11/2,19.5,8,1
1889/11/3,12.4,8,1
1889/11/4,12.9,8,1
1889/11/5,8.5,8,1
1889/11/6,14.4,8,1
1889/11/7,15.0,8,1
1889/11/8,18.3,8,1
1889/11/9,24.0,8,1
1889/11/10,12.7,8,1
1889/11/11,11.2,8,1
1889/11/12,11.2,8,1
1889/11/13,9.9,8,1
1889/11/14,15.1,8,1
1889/11/15,13.9,8,1
1889/11/16,10.7,8,1
1889/11/17,13.6,8,1
1889/11/18,14.2,8,1
1889/11/19,14.5,8,1
1889/11/20,19.1,8,1
1889/11/21,19.0,8,1
1889/11/22,18.4,8,1
1889/11/23,12.8,8,1
1889/11/24,15.3,8,1
1889/11/25,14.3,8,1
1889/11/26,19.4,8,1
1889/11/27,17.1,8,1
1889/11/28,14.1,8,1
1889/11/29,14.7,8,1
1889/11/30,13.2,8,1
1889/12/1,13.1,8,1
1889/12/2,8.9,8,1
1889/12/3,4.8,8,1
1889/12/4,8.4,8,1
1889/12/5,14.1,8,1
1889/12/6,11.7,8,1
1889/12/7,11.2,8,1
1889/12/8,8.6,8,1
1889/12/9,7.9,8,1
1889/12/10,7.3,8,1
1889/12/11,8.4,8,1
1889/12/12,16.9,8,1
1889/12/13,11.7,8,1
1889/12/14,11.2,8,1
1889/12/15,14.3,8,1
1889/12/16,8.8,8,1
1889/12/17,10.2,8,1
1889/12/18,12.2,8,1
1889/12/19,12.2,8,1
1889/12/20,10.9,8,1
1889/12/21,7.8,8,1
1889/12/22,7.3,8,1
1889/12/23,3.2,8,1
1889/12/24,6.3,8,1
1889/12/25,14.3,8,1
1889/12/26,17.7,8,1
1889/12/27,10.8,8,1
1889/12/28,7.0,8,1
1889/12/29,9.5,8,1
1889/12/30,16.2,8,1
1889/12/31,15.3,8,1
1890/1/1,9.0,8,1
1890/1/2,5.3,8,1
1890/1/3,10.6,8,1
1890/1/4,5.0,8,1
1890/1/5,8.5,8,1
1890/1/6,8.5,8,1
1890/1/7,10.4,8,1
1890/1/8,13.2,8,1
1890/1/9,12.7,8,1
1890/1/10,9.6,8,1
1890/1/11,7.1,8,1
1890/1/12,17.3,8,1
1890/1/13,9.1,8,1
1890/1/14,1.4,8,1
1890/1/15,9.8,8,1
1890/1/16,8.9,8,1
1890/1/17,8.3,8,1
1890/1/18,10.4,8,1
1890/1/19,4.3,8,1
1890/1/20,6.6,8,1
1890/1/21,4.5,8,1
1890/1/22,13.7,8,1
1890/1/23,7.1,8,1
1890/1/24,12.9,8,1
1890/1/25,6.1,8,1
1890/1/26,7.1,8,1
1890/1/27,8.5,8,1
1890/1/28,7.0,8,1
1890/1/29,6.1,8,1
1890/1/30,9.5,8,1
1890/1/31,9.1,8,1
1890/2/1,13.0,8,1
1890/2/2,13.9,8,1
1890/2/3,8.5,8,1
1890/2/4,6.2,8,1
1890/2/5,11.2,8,1
1890/2/6,13.0,8,1
1890/2/7,17.4,8,1
1890/2/8,20.1,8,1
1890/2/9,7.1,8,1
1890/2/10,5.3,8,1
1890/2/11,2.0,8,1
1890/2/12,8.4,8,1
1890/2/13,10.8,8,1
1890/2/14,12.6,8,1
1890/2/15,11.6,8,1
1890/2/16,9.7,8,1
1890/2/17,15.7,8,1
1890/2/18,19.6,8,1
1890/2/19,20.8,8,1
1890/2/20,12.6,8,1
1890/2/21,10.1,8,1
1890/2/22,8.6,8,1
1890/2/23,9.4,8,1
1890/2/24,4.1,8,1
1890/2/25,11.8,8,1
1890/2/26,7.3,8,1
1890/2/27,9.7,8,1
1890/2/28,9.6,8,1
1890/3/1,10.5,8,1
1890/3/2,7.8,8,1
1890/3/3,9.9,8,1
1890/3/4,12.9,8,1
1890/3/5,12.0,8,1
1890/3/6,11.5,8,1
1890/3/7,8.5,8,1
1890/3/8,15.1,8,1
1890/3/9,14.6,8,1
1890/3/10,12.8,8,1
1890/3/11,18.8,8,1
1890/3/12,12.3,8,1
1890/3/13,14.5,8,1
1890/3/14,9.8,8,1
1890/3/15,9.6,8,1
1890/3/16,10.9,8,1
1890/3/17,12.7,8,1
1890/3/18,17.0,8,1
1890/3/19,16.6,8,1
1890/3/20,18.8,8,1
1890/3/21,11.3,8,1
1890/3/22,10.3,8,1
1890/3/23,13.6,8,1
1890/3/24,19.3,8,1
1890/3/25,12.0,8,1
1890/3/26,13.6,8,1
